SellerG,Suburb,Address,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Village,Yarraville,75 Ballard St,4,h,970000,PI,7,3013,3,1,2,664,,1960,Maribyrnong,Western Metropolitan,6543
Hunter,Yarraville,38 Benbow St,2,h,780000,S,7,3013,2,1,1,435,114,1950,Maribyrnong,Western Metropolitan,6543
Biggin,Yarraville,76 Kidman St,3,h,670000,PI,7,3013,3,1,1,463,119,1950,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,46 Wilson St,3,h,908000,S,7,3013,3,2,0,105,,1900,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,23 Castlemaine St,3,h,1380000,S,7,3013,3,2,2,235,144,1910,Maribyrnong,Western Metropolitan,6543
JMRE,Yarraville,5 Highgate St,3,h,966000,S,7,3013,3,2,2,456,,1970,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,3/64 Powell St,2,u,480500,SP,7,3013,2,1,1,0,65,1970,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,4 Regent St,4,h,1520000,VB,7,3013,4,2,0,261,160,1910,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,18 Tenterden St,3,h,845000,S,7,3013,3,1,2,494,,,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,10 Tuppen St,5,h,1287000,S,7,3013,5,2,2,488,213,1930,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,4 Bena St,3,h,980000,S,7,3013,3,1,2,463,,,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,16/11 Berry St,3,t,800000,VB,7,3013,3,2,1,169,150,2007,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,30 Simpson St,3,h,1460000,SP,7,3013,3,1,2,463,119,1900,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,7 Hughes St,3,h,840000,S,7,3013,4,1,1,470,127,1970,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,46 Kingston St,3,h,900500,S,7,3013,2,1,1,208,100,1970,Maribyrnong,Western Metropolitan,6543
Chisholm,Yarraville,14 Pearce St,2,h,850000,S,7,3013,2,1,1,201,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,6/37 Stephen St,3,h,940000,S,7,3013,3,2,2,171,146,2007,Maribyrnong,Western Metropolitan,6543
Nelson,Aberfeldie,2/2 St Kinnord St,1,u,380000,S,9.1,3040,1,1,1,0,39,1990,Moonee Valley,Western Metropolitan,1543
Rendina,Aberfeldie,40 Clifton St,4,h,1646000,S,9.1,3040,4,3,2,757,157,1950,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,6/8 Arthur St,2,u,442000,S,9.1,3040,2,1,1,0,,,Moonee Valley,Western Metropolitan,1543
Brad,Aberfeldie,8/257 Buckley St,2,u,470000,S,9.1,3040,2,1,1,976,71,2000,Moonee Valley,Western Metropolitan,1543
McDonald,Aberfeldie,26a Fawkner St,3,h,760000,SP,9.1,3040,3,1,1,321,,1940,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,21 May St,4,h,1346000,S,9.1,3040,2,2,2,559,204,1995,Moonee Valley,Western Metropolitan,1543
Rendina,Aberfeldie,25 Valencia St,2,h,1300000,S,9.1,3040,3,1,5,528,,,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,2/30 Caroline St,3,t,935000,SP,9.1,3040,3,2,2,217,149,2005,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,126 The Boulevard,4,h,3900000,S,9.1,3040,4,4,4,670,375,2010,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,3/64 Brunel St,3,u,1160000,S,9.1,3040,3,2,1,309,,2007,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,2 May St,4,h,1150000,PI,9.1,3040,4,2,2,578,35,2010,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,5 Aroona Ct,1,h,1720000,PI,9.1,3040,3,2,1,676,136,1965,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,25 Beaver St,2,h,1705000,S,9.1,3040,2,1,2,809,131,1980,Moonee Valley,Western Metropolitan,1543
Barry,Aberfeldie,4 Brunel Ct,3,h,1190000,S,9.1,3040,3,1,1,465,115,1950,Moonee Valley,Western Metropolitan,1543
Brad,Aberfeldie,2/7 Fawkner St,2,u,380000,VB,9.1,3040,2,1,1,622,,1970,Moonee Valley,Western Metropolitan,1543
Brad,Aberfeldie,58 Waverley St,2,h,840000,VB,9.1,3040,2,1,1,373,,,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,29 Beaver St,5,h,1740000,S,9.1,3040,3,3,2,839,247,1925,Moonee Valley,Western Metropolitan,1543
Rendina,Aberfeldie,40 Allan St,3,h,1860000,S,9.1,3040,3,2,2,311,,,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,14 Knight St,3,h,1195000,S,9.1,3040,3,2,2,496,,,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,2 May St,4,h,1200000,VB,9.1,3040,4,2,2,578,35,2010,Moonee Valley,Western Metropolitan,1543
Barry,Aberfeldie,1 Chisholm St,3,u,726000,S,9.1,3040,3,1,1,229,111,1996,Moonee Valley,Western Metropolitan,1543
Weda,Aberfeldie,99 Fawkner St,4,h,1325000,PI,9.1,3040,4,2,2,674,,,Moonee Valley,Western Metropolitan,1543
Barry,Aberfeldie,11 Muldowney St,3,t,1300000,SP,9.1,3040,3,3,1,593,205,2016,Moonee Valley,Western Metropolitan,1543
Barry,Aberfeldie,5/319 Buckley St,2,u,373000,S,9.1,3040,2,1,1,0,,,Moonee Valley,Western Metropolitan,1543
Frank,Aberfeldie,1/7 Derry St,2,h,670000,SP,9.1,3040,2,1,2,0,103,1990,Moonee Valley,Western Metropolitan,1543
Barry,Aberfeldie,13 Batman St,5,h,2400000,S,9.1,3040,3,2,2,1315,,,Moonee Valley,Western Metropolitan,1543
Nelson,Aberfeldie,47 Clifton St,4,h,1350000,S,9.1,3040,3,2,2,1076,180,1960,Moonee Valley,Western Metropolitan,1543
Nelson,Bellfield,20 Davidson St,3,h,773000,S,9.5,3081,3,1,2,626,93,1955,Banyule,Eastern Metropolitan,790
Nelson,Bellfield,40 Plunkett St,3,h,885000,S,9.5,3081,3,1,1,666,,,Banyule,Eastern Metropolitan,790
Haughton,Bellfield,8 Erica Ct,3,h,770000,S,9.5,3081,3,1,4,762,,1960,Banyule,Eastern Metropolitan,790
Barry,Bellfield,353 Waterdale Rd,2,h,855000,S,9.5,3081,2,1,0,693,,,Banyule,Eastern Metropolitan,790
Nelson,Bellfield,305 Bell St,3,h,645000,SP,9.5,3081,3,1,2,631,109,1950,Banyule,Eastern Metropolitan,790
McGrath,Bellfield,2/2 Harrison St,3,h,720000,SP,9.5,3081,3,2,1,231,145,2012,Banyule,Eastern Metropolitan,790
Nelson,Bellfield,129 Liberty Pde,3,h,625000,PI,9.5,3081,3,1,2,609,93,1950,Banyule,Eastern Metropolitan,790
Barry,Bellfield,371 Waterdale Rd,3,u,828000,S,9.5,3081,3,1,0,641,,,Banyule,Eastern Metropolitan,790
Barry,Bellfield,373 Waterdale Rd,3,u,676000,S,9.5,3081,3,1,0,605,,,Banyule,Eastern Metropolitan,790
Nelson,Brunswick East,10 Harrison St,3,h,1310000,S,4.5,3057,3,1,2,456,144,1950,Moreland,Northern Metropolitan,5533
Harrington,Brunswick East,1 Nunan St,4,h,856000,S,4.5,3057,4,2,2,136,151,1997,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,2/175 Blyth St,2,h,580000,S,4.5,3057,2,1,1,0,65,1975,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,1610/182 Edward St,2,u,675000,S,4.5,3057,2,2,1,0,,,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,87 Hickford St,3,h,1350000,SP,4.5,3057,3,1,2,407,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,6 Kingfisher Gdns,3,t,940000,S,4.5,3057,3,1,2,213,116,1995,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,256 Stewart St,3,h,930000,PI,4.5,3057,3,2,2,138,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,215 Weston St,3,h,1495000,S,4.5,3057,3,1,1,259,130,1920,Moreland,Northern Metropolitan,5533
Woodards,Brunswick East,55 King St,4,h,1550000,S,4.5,3057,4,2,2,470,191,1940,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,94 Barkly St,4,h,1815000,S,4.5,3057,4,1,1,233,204,1890,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,9 John St,4,h,1625000,S,4.5,3057,4,2,2,822,145,1890,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,21 Roberts St,3,t,899000,SP,4.5,3057,3,2,1,116,124,2007,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,201/218 Lygon St,2,u,435000,S,4.5,3057,2,1,1,197,55,2012,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,8/389 Lygon St,2,u,570000,PI,4.5,3057,2,2,1,0,,,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,98 Barkly St,4,h,1900000,S,4.5,3057,4,2,1,227,,,Moreland,Northern Metropolitan,5533
Greg,Brunswick East,178 Weston St,2,h,1080000,S,4.5,3057,2,1,0,193,101,1890,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,123 Barkly St,4,h,1280000,S,4.5,3057,4,2,0,161,,,Moreland,Northern Metropolitan,5533
Collins,Brunswick East,4/37 Brunswick Rd,2,u,656000,S,4.5,3057,2,1,1,0,79,1960,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,308/69 Lygon St,2,u,570000,PI,4.5,3057,2,1,2,1188,,2012,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,18 Lowan St,4,h,1290000,S,4.5,3057,4,2,2,468,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,202b Edward St,3,h,1170000,S,4.5,3057,3,2,0,185,,1998,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,221/408 Lygon St,1,u,370000,VB,4.5,3057,1,1,1,0,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,2/146 Blyth St,2,u,510000,S,4.5,3057,2,1,1,0,,,Moreland,Northern Metropolitan,5533
Woodards,Brunswick East,89a Hickford St,3,h,1574000,S,4.5,3057,3,3,2,336,207,2007,Moreland,Northern Metropolitan,5533
Collins,Brunswick East,3/37 Brunswick Rd,2,u,665000,S,4.5,3057,2,1,1,0,96,1940,Moreland,Northern Metropolitan,5533
LITTLE,Brunswick East,6212/172 Edward St,2,u,590000,VB,4.5,3057,2,2,1,0,71,2014,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,10 Jarvie St,2,h,1024000,S,4.5,3057,2,1,1,148,,,Moreland,Northern Metropolitan,5533
Collins,Brunswick East,189 Glenlyon Rd,3,h,1125000,S,4.5,3057,3,1,2,369,,,Moreland,Northern Metropolitan,5533
Peter,Brunswick East,7/72 Victoria St,2,u,390000,PI,4.5,3057,2,1,1,0,,1970,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,2 Barkly St,3,t,800000,VB,4.5,3057,3,3,2,0,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,41 Barkly St,3,h,1679000,S,4.5,3057,3,2,0,326,118,1920,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,2/33 Linden St,3,t,1050000,PI,4.5,3057,3,3,2,87,151,1998,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,15 Ethel St,2,h,957000,S,4.5,3057,2,1,1,148,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,160 Glenlyon Rd,3,h,825000,PI,4.5,3057,3,1,1,213,116,1920,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,14 Hutchinson St,3,h,998000,S,4.5,3057,3,1,2,104,118,2000,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,1/10 Linden St,3,t,1010000,S,4.5,3057,3,2,1,0,133,2014,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,5 John St,3,h,910000,S,4.5,3057,2,1,1,231,,1900,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,156 Glenlyon Rd,3,h,1050000,S,4.5,3057,3,1,1,279,122,1900,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,310/330 Lygon St,2,u,445000,S,4.5,3057,2,1,1,0,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,54 Victoria St,2,h,970000,S,4.5,3057,1,1,1,213,,,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,192 Blyth St,3,h,1600000,S,4.5,3057,3,1,2,812,113,1920,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,120 Victoria St,3,h,1325000,PI,4.5,3057,3,2,2,190,135,1940,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,106/360 Lygon St,2,u,480000,PI,4.5,3057,2,2,1,0,,,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,18/408 Lygon St,2,u,400000,SP,4.5,3057,2,1,1,0,,,Moreland,Northern Metropolitan,5533
hockingstuart,Brunswick East,28/29 Nunan St,3,u,570000,S,4.5,3057,2,1,1,0,,,Moreland,Northern Metropolitan,5533
Nelson,Brunswick East,3/14 Oconnor St,2,t,771000,SP,4.5,3057,2,2,2,0,,,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,22 Lord St,3,h,1335000,S,4.5,3057,3,1,2,308,113,1930,Moreland,Northern Metropolitan,5533
Jellis,Brunswick East,7/162 Lygon St,2,u,420000,PI,4.5,3057,2,1,1,0,,,Moreland,Northern Metropolitan,5533
Woodards,Brunswick East,3/10 Rathdowne St,3,t,805000,S,4.5,3057,2,1,1,0,114,2003,Moreland,Northern Metropolitan,5533
hockingstuart,Brunswick East,217 Stewart St,3,t,892000,S,4.5,3057,3,2,1,0,,1995,Moreland,Northern Metropolitan,5533
Biggin,Burnley,60 Gibdon St,2,h,1005000,SP,3.5,3121,2,1,0,0,,,Yarra,Northern Metropolitan,438
Jellis,Burnley,12 Loyola Gr,2,h,1231010,SP,3.5,3121,2,1,2,225,119,1910,Yarra,Northern Metropolitan,438
Jellis,Burnley,92 Madden Gr,2,h,881000,SP,3.5,3121,2,1,1,172,94,1900,Yarra,Northern Metropolitan,438
Jellis,Burnley,148 Stawell St,2,h,1202500,S,3.5,3121,2,1,1,149,77,1900,Yarra,Northern Metropolitan,438
Jellis,Burnley,154 Stawell St,3,h,1435000,S,3.5,3121,3,1,0,182,102,1890,Yarra,Northern Metropolitan,438
Iconek,Campbellfield,11 Bailey Ct,3,h,368000,SP,14.5,3061,3,1,2,600,,,Hume,Northern Metropolitan,1889
YPA,Campbellfield,7 Keown Ct,3,h,455000,S,14.5,3061,3,1,1,766,,,Hume,Northern Metropolitan,1889
Woodards,Carlton,46/121 Rathdowne St,3,u,735000,SP,1.8,3053,3,1,2,3455,,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,22 Faraday St,2,h,1460000,S,1.8,3053,2,1,0,99,,,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,8/31 Bouverie St,3,u,860000,PI,1.8,3053,2,2,1,0,109,1994,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,40 Carlton St,3,h,1662000,S,1.8,3053,3,1,0,118,,,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,254 Faraday St,3,h,1590000,SP,1.8,3053,2,2,2,100,106,1900,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,111/101 Grattan St,2,u,610250,S,1.8,3053,2,1,1,0,72,1994,Melbourne,Northern Metropolitan,6786
hockingstuart,Carlton,83 Princes St,2,h,720000,PI,1.8,3053,2,1,1,117,71,1890,Melbourne,Northern Metropolitan,6786
Jellis,Carlton,83 Cardigan St,2,h,840000,SP,1.8,3053,2,1,0,66,81,1900,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,704/668 Swanston St,2,u,795000,S,1.8,3053,2,2,1,0,,,Melbourne,Northern Metropolitan,6786
Harrington,Carlton,8/220 Elgin St,2,u,705000,S,1.8,3053,2,1,1,0,70,2000,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,268 Faraday St,1,u,435000,S,1.8,3053,1,1,1,0,,,Melbourne,Northern Metropolitan,6786
Ascend,Carlton,176 Cardigan St,4,h,1630100,S,1.8,3053,4,2,0,132,195,1890,Melbourne,Northern Metropolitan,6786
Jellis,Carlton,102/479 Cardigan St,2,u,480000,VB,1.8,3053,2,1,1,0,,2012,Melbourne,Northern Metropolitan,6786
hockingstuart,Carlton,136 Faraday St,4,h,1600000,PI,1.8,3053,4,2,1,635,,,Melbourne,Northern Metropolitan,6786
Harrington,Carlton,403/20 Reeves St,2,u,500000,S,1.8,3053,2,2,1,0,65,2010,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,18 Pitt St,3,h,920000,SP,1.8,3053,3,1,0,121,,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,99 Neill St,3,h,1600000,SP,1.8,3053,2,3,1,0,192,,Melbourne,Northern Metropolitan,6786
Jellis,Carlton,100 Faraday St,2,h,1010000,S,1.8,3053,2,1,0,101,60,1880,Melbourne,Northern Metropolitan,6786
Jellis,Carlton,14/52 Leicester St,3,u,875000,S,1.8,3053,3,1,1,0,,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,34 Barkly St,2,h,1170000,S,1.8,3053,2,1,1,144,81,1890,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,436 Lygon St,4,h,1260000,PI,1.8,3053,4,1,2,151,,,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,205/37 Palmerston St,2,u,600000,PI,1.8,3053,2,2,1,0,67,2013,Melbourne,Northern Metropolitan,6786
hockingstuart,Carlton,309/20 Reeves St,1,u,310000,PI,1.8,3053,1,1,1,0,,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,99 Neill St,3,h,1550000,VB,1.8,3053,2,3,1,0,192,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,32 Dorrit St,4,h,2033000,S,1.8,3053,2,2,2,123,,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,2/105 Neill St,3,u,1110000,S,1.8,3053,3,2,1,0,,,Melbourne,Northern Metropolitan,6786
Jellis,Carlton,21 Grattan St,4,h,2705000,S,1.8,3053,4,2,2,0,,,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,130 Rathdowne St,4,h,1616000,S,1.8,3053,4,1,0,152,139,1890,Melbourne,Northern Metropolitan,6786
Walshe,Carlton,13/25 Barkly St,2,u,585000,S,1.8,3053,2,1,1,0,,,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,73 Palmerston St,4,h,1162000,S,1.8,3053,4,1,0,121,,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,30/188 Faraday St,2,u,589000,S,1.8,3053,2,1,1,0,63,1999,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,425 Cardigan St,4,h,2345000,S,1.8,3053,4,1,1,284,,,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,27 Faraday St,2,h,1117000,S,1.8,3053,2,1,0,128,92,1890,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,12/209 Cardigan St,2,u,600000,VB,1.8,3053,2,1,1,0,,,Melbourne,Northern Metropolitan,6786
Woodards,Carlton,24 Pitt St,2,h,957000,S,1.8,3053,2,1,1,122,,,Melbourne,Northern Metropolitan,6786
Caine,East Melbourne,110 Vale St,2,h,4525000,S,1.5,3002,2,2,1,220,279,,Melbourne,Northern Metropolitan,3040
Jellis,East Melbourne,124 Powlett St,3,h,3520000,S,1.5,3002,2,2,3,364,,,Melbourne,Northern Metropolitan,3040
Woodards,East Melbourne,37/22 Agnes St,2,u,740000,SP,1.5,3002,2,0,0,0,,,Melbourne,Northern Metropolitan,3040
Caine,East Melbourne,6/45 Gipps St,1,u,1015000,S,1.5,3002,1,1,1,0,,,Melbourne,Northern Metropolitan,3040
Caine,East Melbourne,706/30 St Andrews Pl,2,u,1400000,S,1.5,3002,2,2,1,0,,,Melbourne,Northern Metropolitan,3040
Nelson,East Melbourne,203/140 Gipps St,2,u,1935000,SP,1.5,3002,2,2,2,0,150,2010,Melbourne,Northern Metropolitan,3040
Frank,East Melbourne,496 Victoria Pde,4,h,1475000,S,1.5,3002,2,1,1,179,,,Melbourne,Northern Metropolitan,3040
Harcourts,East Melbourne,1/187 George St,2,u,700000,PI,1.5,3002,2,2,1,0,65,1970,Melbourne,Northern Metropolitan,3040
Caine,East Melbourne,6/108 George St,1,u,565000,SP,1.5,3002,1,1,0,0,,,Melbourne,Northern Metropolitan,3040
Caine,East Melbourne,2/35 Powlett St,2,u,900000,SP,1.5,3002,2,1,1,0,,,Melbourne,Northern Metropolitan,3040
Caine,East Melbourne,11/201 Wellington Pde S,1,u,630000,SP,1.5,3002,1,1,1,0,,,Melbourne,Northern Metropolitan,3040
Caine,East Melbourne,7/45 Gipps St,1,u,750000,SP,1.5,3002,2,1,0,0,46,1930,Melbourne,Northern Metropolitan,3040
Dingle,East Melbourne,9/35 Powlett St,2,u,872000,S,1.5,3002,0,0,0,0,,,Melbourne,Northern Metropolitan,3040
Woodards,East Melbourne,38/22 Agnes St,2,u,765000,SP,1.5,3002,2,1,1,0,,,Melbourne,Northern Metropolitan,3040
Nelson,Essendon West,14 Clydebank Rd,3,h,810000,PI,9.8,3040,3,1,2,613,,,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,17 Hoffmans Rd,4,h,1422000,S,9.8,3040,4,2,2,505,335,2013,Moonee Valley,Western Metropolitan,588
Brad,Essendon West,10 Beryl St,3,h,1245000,S,9.8,3040,3,1,1,64,,,Moonee Valley,Western Metropolitan,588
Barry,Essendon West,12 Prospect St,2,h,1430000,S,9.8,3040,2,1,1,711,,,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,22 Emerald St,4,h,1345000,S,9.8,3040,4,2,2,740,201,1950,Moonee Valley,Western Metropolitan,588
Barry,Essendon West,1/410 Buckley St,3,t,800000,VB,9.8,3040,3,3,2,242,,2013,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,461 Buckley St,3,h,787500,S,9.8,3040,3,1,1,556,105,1940,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,479a Buckley St,3,h,685000,S,9.8,3040,3,1,2,293,,,Moonee Valley,Western Metropolitan,588
Harcourts,Essendon West,4/63 Hampton Rd,4,t,652500,S,9.8,3040,4,2,1,179,160,1995,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,25 Garnet St,5,h,1300000,S,9.8,3040,5,2,2,616,184,1950,Moonee Valley,Western Metropolitan,588
Brad,Essendon West,51 Clydebank Rd,3,h,925000,S,9.8,3040,3,2,2,544,,,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,4/426 Buckley St,3,t,730000,VB,9.8,3040,3,2,2,0,118,2015,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,2/44 Emerald St,2,u,520000,VB,9.8,3040,3,1,2,196,,1998,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,6 Sapphire St,7,h,1300000,PI,9.8,3040,5,2,2,614,316,1970,Moonee Valley,Western Metropolitan,588
Paul,Essendon West,27 Ruby St,3,h,810000,SP,9.8,3040,3,1,2,368,,,Moonee Valley,Western Metropolitan,588
Barry,Essendon West,2/45 Hoffmans Rd,3,t,970000,PI,9.8,3040,3,2,2,356,223,2011,Moonee Valley,Western Metropolitan,588
Barry,Essendon West,50 Ruby St,3,h,1110000,S,9.8,3040,3,2,2,470,,1968,Moonee Valley,Western Metropolitan,588
Barry,Essendon West,53 Clydebank Rd,3,h,1115000,S,9.8,3040,3,1,1,688,192,1950,Moonee Valley,Western Metropolitan,588
Nelson,Essendon West,57 Hampton Rd,3,h,820000,VB,9.8,3040,3,1,2,473,,,Moonee Valley,Western Metropolitan,588
YPA,Fawkner,3 Lovely St,3,h,670000,S,12.4,3060,3,1,3,587,136,,Moreland,Northern Metropolitan,5070
YPA,Fawkner,220 McBryde St,3,h,645000,SP,12.4,3060,3,1,4,661,,,Moreland,Northern Metropolitan,5070
YPA,Fawkner,73 Argyle St,3,h,687000,S,12.4,3060,3,1,0,684,,,Moreland,Northern Metropolitan,5070
hockingstuart,Fawkner,1/71 Lynch Rd,2,u,333000,SP,12.4,3060,2,1,1,97,79,1970,Moreland,Northern Metropolitan,5070
Brad,Fawkner,2A Piper St,3,t,455000,S,12.4,3060,3,2,1,738,138,2010,Moreland,Northern Metropolitan,5070
Re,Fawkner,1b McDougall St,2,h,378000,S,12.4,3060,2,1,1,215,100,1990,Moreland,Northern Metropolitan,5070
hockingstuart,Fawkner,4 Lord St,3,h,585000,S,12.4,3060,0,1,1,605,103,1960,Moreland,Northern Metropolitan,5070
Alexkarbon,Fawkner,20 Penn Ct,3,h,662000,SP,12.4,3060,4,2,2,620,,,Moreland,Northern Metropolitan,5070
Ray,Fawkner,46 Percy St,3,h,615000,S,12.4,3060,3,1,2,650,112,1950,Moreland,Northern Metropolitan,5070
Brad,Fawkner,45 Denys St,3,h,650000,SP,12.4,3060,3,1,1,589,,1961,Moreland,Northern Metropolitan,5070
hockingstuart,Fawkner,17 James St,3,h,665000,S,12.4,3060,3,1,1,726,,,Moreland,Northern Metropolitan,5070
hockingstuart,Fawkner,84 Lynch Rd,3,h,640000,SP,12.4,3060,3,1,4,592,,,Moreland,Northern Metropolitan,5070
Harcourts,Fawkner,73 Major Rd,3,h,526000,S,12.4,3060,3,1,1,404,101,1960,Moreland,Northern Metropolitan,5070
Crane,Fawkner,13 Mutton Rd,3,h,540000,S,12.4,3060,3,1,1,614,94,1960,Moreland,Northern Metropolitan,5070
Brad,Fawkner,45 Bruce St,4,h,540000,VB,12.4,3060,4,2,3,254,164,1990,Moreland,Northern Metropolitan,5070
Brad,Fawkner,3 Brian St,3,h,625000,S,12.4,3060,3,1,2,585,88,1960,Moreland,Northern Metropolitan,5070
hockingstuart,Fawkner,101 Denys St,3,h,681000,S,12.4,3060,3,2,4,587,153,1970,Moreland,Northern Metropolitan,5070
hockingstuart,Fawkner,159 Jukes Rd,3,h,690000,PI,12.4,3060,3,2,2,576,,,Moreland,Northern Metropolitan,5070
Brad,Fawkner,151 McBryde St,3,h,640000,SP,12.4,3060,3,1,2,720,97,1950,Moreland,Northern Metropolitan,5070
Stockdale,Fawkner,87 McBryde St,3,h,660000,S,12.4,3060,3,1,2,622,,1970,Moreland,Northern Metropolitan,5070
hockingstuart,Fawkner,53 Queens Pde,3,h,783000,S,12.4,3060,3,2,1,603,115,1940,Moreland,Northern Metropolitan,5070
Brad,Fawkner,18 Pitt St,4,h,635000,S,12.4,3060,4,2,2,567,116,1950,Moreland,Northern Metropolitan,5070
Ray,Fawkner,2/26 Shirley St,3,t,553500,S,12.4,3060,3,2,1,280,,,Moreland,Northern Metropolitan,5070
Ray,Fawkner,13 McDougall St,2,h,619000,S,12.4,3060,2,1,2,640,114,1970,Moreland,Northern Metropolitan,5070
Eview,Fawkner,1/12 Brooks St,3,t,460000,SP,12.4,3060,3,1,1,314,112,1970,Moreland,Northern Metropolitan,5070
Ray,Fawkner,1 Imaroo St,4,h,570500,S,12.4,3060,4,2,1,430,,,Moreland,Northern Metropolitan,5070
